id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
b5x-Fw7I7Y88TdFIzvbsnw,supermoon-bakehouse-new-york,Supermoon Bakehouse,https://s3-media1.fl.yelpcdn.com/bphoto/2_NRG9aWYqcTp718ov32Pg/o.jpg,False,https://www.yelp.com/biz/supermoon-bakehouse-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,986,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.71991, 'longitude': -73.9872}","['delivery', 'pickup']","{'address1': '120 Rivington St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['120 Rivington St', 'New York, NY 10002']}",+13476541211,(347) 654-1211,1714.9424016310745,$$
Wv6jzavopKvQT7RqeXttKA,le-petit-monstre-brooklyn,Le Petit Monstre,https://s3-media4.fl.yelpcdn.com/bphoto/NrgEUcRudslwpqV77zrlhQ/o.jpg,False,https://www.yelp.com/biz/le-petit-monstre-brooklyn?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,55,"[{'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gardening', 'title': 'Nurseries & Gardening'}]",4.5,"{'latitude': 40.69631115490488, 'longitude': -73.96770130204715}","['delivery', 'pickup']","{'address1': '82 Washington Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['82 Washington Ave', 'Brooklyn, NY 11205']}",,,2461.0231986129706,$$
J-jHnvA_D99YqaJAW6IM9w,le-french-tart-deli-brooklyn-2,Le French Tart Deli,https://s3-media3.fl.yelpcdn.com/bphoto/79qoiZ2BB9CnMlbryuibsw/o.jpg,False,https://www.yelp.com/biz/le-french-tart-deli-brooklyn-2?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,30,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.6996979, 'longitude': -73.99207807017368}",[],"{'address1': '44 Henry St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['44 Henry St', 'Brooklyn, NY 11201']}",+19293377888,(929) 337-7888,665.7559422928616,
YnPNXJvUsn2jymwBeLpQ4g,mille-feuille-bakery-brooklyn,Mille-Feuille Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/kWnwkckASzYXgg2wRlZmbQ/o.jpg,False,https://www.yelp.com/biz/mille-feuille-bakery-brooklyn?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,155,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cookingclasses', 'title': 'Cooking Classes'}]",4.5,"{'latitude': 40.677621, 'longitude': -73.96912}","['delivery', 'pickup']","{'address1': '622 Vanderbilt Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['622 Vanderbilt Ave', 'Brooklyn, NY 11238']}",+13473508838,(347) 350-8838,3751.8729863207573,
2VbJqKra1k-4GA4o6-FeTQ,radio-bakery-brooklyn-2,Radio Bakery,https://s3-media4.fl.yelpcdn.com/bphoto/BvzldY4DFLZ-9WDn50o2EA/o.jpg,False,https://www.yelp.com/biz/radio-bakery-brooklyn-2?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,24,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.73237, 'longitude': -73.95511}",[],"{'address1': '135 India St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['135 India St', 'Brooklyn, NY 11222']}",,,4461.635568335142,
inrdLiBjiJ_ngHXirw4pPg,lysee-new-york-5,Lysee,https://s3-media2.fl.yelpcdn.com/bphoto/8VID1A7rdoIcZhogWpWJjw/o.jpg,False,https://www.yelp.com/biz/lysee-new-york-5?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,206,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",4.0,"{'latitude': 40.73917, 'longitude': -73.98819}",[],"{'address1': '44 E 21st St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['44 E 21st St', 'New York, NY 10010']}",,,3780.5121148897765,$$$
jWC4mD-yy-IzuZxU5ctAKw,mias-bakery-brooklyn,Mia's Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/KYDWqNIFIuefvs4BBJQtqw/o.jpg,False,https://www.yelp.com/biz/mias-bakery-brooklyn?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,1092,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 40.6870199, 'longitude': -73.9901299}","['pickup', 'delivery']","{'address1': '139 Smith St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['139 Smith St', 'Brooklyn, NY 11201']}",+13479873194,(347) 987-3194,2081.025885948994,$$
iTcxncdrcQRK1tdcbFIqGQ,aux-merveilleux-de-fred-new-york,Aux Merveilleux De Fred,https://s3-media1.fl.yelpcdn.com/bphoto/RabwEhAwHUiFnJlLxIHw6A/o.jpg,False,https://www.yelp.com/biz/aux-merveilleux-de-fred-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,457,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",4.5,"{'latitude': 40.73835064346807, 'longitude': -74.00412204723874}","['delivery', 'pickup']","{'address1': '37 8th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['37 8th Ave', 'New York, NY 10014']}",+19174751992,(917) 475-1992,3751.534985878222,$$
fb7u7SAvscRrCU7hLMjlEw,frenchette-bakery-new-york,Frenchette Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/VN13zXPN3AzVeH_RBzBxbQ/o.jpg,False,https://www.yelp.com/biz/frenchette-bakery-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,70,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 40.716923, 'longitude': -74.0067617982603}",['delivery'],"{'address1': '220 Church St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['220 Church St', 'New York, NY 10013']}",+12122271787,(212) 227-1787,1653.3070732529673,
h7M1s9arHO5dcMf-XxzOLA,ebb-and-flow-bakery-brooklyn,Ebb & Flow Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/cp6O1BykYWqCjtlR_Kg2mw/o.jpg,False,https://www.yelp.com/biz/ebb-and-flow-bakery-brooklyn?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,28,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.69411, 'longitude': -74.0005}","['delivery', 'pickup']","{'address1': '159 Bridge Park Dr', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['159 Bridge Park Dr', 'Brooklyn, NY 11201']}",+17186189775,(718) 618-9775,1365.580713910861,
meVzfRH_wLAJjcrCAhkh1g,patisserie-chanson-new-york-3,Patisserie Chanson,https://s3-media4.fl.yelpcdn.com/bphoto/l_xOozun3Sotobzb89sOXw/o.jpg,False,https://www.yelp.com/biz/patisserie-chanson-new-york-3?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,506,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.7417, 'longitude': -73.990571}","['pickup', 'delivery']","{'address1': '20 W 23rd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['20 W 23rd St', 'New York, NY 10010']}",+19294238880,(929) 423-8880,4045.2541988512426,$$
fvDZVAvv_g4L-WWkbDpCXg,patisserie-claude-new-york,Patisserie Claude,https://s3-media1.fl.yelpcdn.com/bphoto/pbL_trMOpVtW_rzGn0qPeQ/o.jpg,False,https://www.yelp.com/biz/patisserie-claude-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,273,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 40.7327402, 'longitude': -74.0018208}","['delivery', 'pickup']","{'address1': '187 W 4th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['187 W 4th St', 'New York, NY 10014']}",+12122555911,(212) 255-5911,3094.0515887033007,$
XvGF2azJZ4iOjllnPDnT1A,jacks-stir-brew-coffee-new-york-6,Jack's Stir Brew Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/oIjWhivRfDTqu2-dSvROkQ/o.jpg,False,https://www.yelp.com/biz/jacks-stir-brew-coffee-new-york-6?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,45,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.0,"{'latitude': 40.71941, 'longitude': -74.004901}",['pickup'],"{'address1': '2 Ave Of The Americas', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['2 Ave Of The Americas', 'New York, NY 10013']}",+19175865205,(917) 586-5205,1791.8472214391563,$$
aSDGr4NIfm1C6IspWSNaQw,orwashers-new-york,Orwashers,https://s3-media3.fl.yelpcdn.com/bphoto/70JlnYpD2YueX3u1-r9fuw/o.jpg,False,https://www.yelp.com/biz/orwashers-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,515,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.0,"{'latitude': 40.772191, 'longitude': -73.95505}",['delivery'],"{'address1': '308 E 78th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10075', 'country': 'US', 'state': 'NY', 'display_address': ['308 E 78th St', 'New York, NY 10075']}",+12122886569,(212) 288-6569,8124.619987999245,$$
Sgh7Uar8wv6WKA-UZ7hcXA,balthazar-boulangerie-new-york,Balthazar Boulangerie,https://s3-media2.fl.yelpcdn.com/bphoto/lyG-ygOcvvcNG_VJ9jWK3g/o.jpg,False,https://www.yelp.com/biz/balthazar-boulangerie-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,394,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'latitude': 40.72276, 'longitude': -73.99842}",[],"{'address1': '80 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['80 Spring St', 'New York, NY 10012']}",+12129651785,(212) 965-1785,1945.0948834898422,$$
GVGhfMMEw2TrDh-GGVTUmA,le-french-tart-deli-new-york,Le French Tart Deli,https://s3-media2.fl.yelpcdn.com/bphoto/ncPhQvoYvsyiMga5TTrLPg/o.jpg,False,https://www.yelp.com/biz/le-french-tart-deli-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,49,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'french', 'title': 'French'}, {'alias': 'macarons', 'title': 'Macarons'}]",4.5,"{'latitude': 40.683691, 'longitude': -73.995502}","['delivery', 'pickup']","{'address1': '306 Court St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['306 Court St', 'New York, NY 11231']}",+13479160014,(347) 916-0014,2418.167362234124,
qpj8kc8y3SgLA6GWkVgX3g,partybus-bakeshop-new-york,Partybus Bakeshop,https://s3-media3.fl.yelpcdn.com/bphoto/Gu0rel7b9_gsUQnh1DWYaA/o.jpg,False,https://www.yelp.com/biz/partybus-bakeshop-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,64,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.715981, 'longitude': -73.989862}","['delivery', 'pickup']","{'address1': '31 Essex St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['31 Essex St', 'New York, NY 10002']}",+19172620732,(917) 262-0732,1227.979181826809,$
mv3qOn0hKd3Zx9kJYxqFGw,heritage-grand-bakery-new-york,Heritage Grand Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/O46jOhBpueQNLZF3zdxY4A/o.jpg,False,https://www.yelp.com/biz/heritage-grand-bakery-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,66,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.752312, 'longitude': -73.982668}",[],"{'address1': '8 W 40th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['8 W 40th St', 'New York, NY 10018']}",+12124199163,(212) 419-9163,5302.958306295333,
9A2Kos-54qtumhZfOjJrsw,delice-macarons-new-york,Delice Macarons,https://s3-media2.fl.yelpcdn.com/bphoto/5JMuexTPvxNyJsGQozaRuA/o.jpg,False,https://www.yelp.com/biz/delice-macarons-new-york?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,39,"[{'alias': 'macarons', 'title': 'Macarons'}]",4.5,"{'latitude': 40.780741294755344, 'longitude': -73.97994394232799}","['delivery', 'pickup']","{'address1': '321 Amsterdam Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['321 Amsterdam Ave', 'New York, NY 10023']}",+16469639913,(646) 963-9913,8459.392526844184,
VMSlE-GQZhcvkp2Mr03xfA,l-ami-pierre-new-york-2,L'ami Pierre,https://s3-media2.fl.yelpcdn.com/bphoto/URw_5yCa_OQb-6LY8iaWJQ/o.jpg,False,https://www.yelp.com/biz/l-ami-pierre-new-york-2?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,28,"[{'alias': 'french', 'title': 'French'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.0,"{'latitude': 40.761320187028105, 'longitude': -73.9815026}","['delivery', 'pickup']","{'address1': '149 W 51st St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['149 W 51st St', 'New York, NY 10019']}",,,6305.823137180197,
WHRHK3S1mQc3PmhwsGRvbw,bibble-and-sip-new-york-2,Bibble & Sip,https://s3-media1.fl.yelpcdn.com/bphoto/AX2Pzcojcn3fpd72aAuWNg/o.jpg,False,https://www.yelp.com/biz/bibble-and-sip-new-york-2?adjust_creative=Mra4JCUPAsrzN2f8nCOuQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Mra4JCUPAsrzN2f8nCOuQg,5677,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 40.7628355, 'longitude': -73.98518009478293}","['delivery', 'pickup']","{'address1': '253 W 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['253 W 51st St', 'New York, NY 10019']}",+16466495116,(646) 649-5116,6427.569355387715,$$
